Section	Title
06/sxx21	ELECTIONS.
06/sxx22	ELECTIONS.
07/sxx31	ELECTIONS.
07/sxx46	ELECTIONS.
07/sxx47	ELECTIONS.
17/sxx06	ELECTIONS.
20/sxx04	ELECTIONS.
21/sxx04	ELECTIONS.
22/sxx02	ELECTIONS.
23/sxx07	ELECTIONS.
50/sxx31	ENVIRONMENTAL AND SEXUAL DIMORPHISM IN CREPIDULA.
47/sxx26	EXPEDITION OF 1891-2 AND THE RELIEF EXPEDITION OF 1892.
49/sxx17	EXTERNAL FEATURES OF YOUNG CRYPTOCHITON.
27/sxx13	FASTI ORNITHOLOGIiE REDIVIVL NO.
64/sxx13	FAUNA OF THE GATUN FORMATION, ISTHMUS OF PANAMA-II.
66/sxx03	FISHES COLLECTED BY THE PEARY RELIEF EXPEDITION OF 1899.
57/sxx28	FIVE NEW SPECIES OF PSEUDOPOTAMILLA FROM THE PACIFIC COAST OF NORTH AMERICA.
67/sxx03	FIXATION OF SINGLE TYPE (LECTOTYPIC) SPECIMENS OF SPECIES OF AMERICAN ORTHOPTERA.
64/sxx04	FIXATION OF THE SINGLE TYPE fLECTOTYPIC) SPECIMENS OF SPECIES OF
49/sxx10	FOLIAL ORIGIN OF CAULINE STRUCTURES.
50/sxx29	FOSSIL MOLLTJSKS AND DIATOMS FROM THE DISMAL SWAMP,
58/sxx09	FURTHER KNOWLEDGE OF SOME HETEEOGNATHOTJS FISHES.
58/sxx06	FURTHER KNOWLEDGE OF SOME HETEROGNATHOUS FISHES.
66/sxx08	FURTHER NOTES ON METEOR CRATER, ARIZONA.
46/sxx15	FURTHER NOTES ON THE EMBRYONIC WHORLS OF THE MURICIDiE.
31/sxx06	FURTHER NOTES ON THE MECHANICAL GENESIS OF TOOTH-FORMS.
06/sxx28	FUSCA Swains.
26/sxx36	G ADDITIONS TO LIBRARY.
13/sxx21	G DONATIONS TO LIBRARY.
15/sxx06	G6 CORRESPONDENCE.
41/sxx15	GADOLINITE FROM LLANO CO., TEXAS.
43/sxx06	GEOLOGICAL RESEARCHES IN YUCATAN.
49/sxx24	GEOLOGICAL SECTION FROM MOSCOW TO SIBERIA AND RETURN.
48/sxx20	GEOLOGY OF THE MUSSEL-BEARING CLAYS OF FISH-HOUSE, NEW JERSEY.
14/sxx10	GOO DONATIONS TO MUSEUM.
09/sxx14	H DONATIONS TO LIBRARY.
29/sxx00	HANDBOLND AT THE ■iifa.
57/sxx38	HAWAIIAN SPECIES OF ENDODONTA AND OPEAS.
38/sxx04	HISTORY AND BIOLOGY OF PEAR BLIGHT.
46/sxx03	HOMOLOGIES OF THE ALISPHENOID AND PETROMASTOID BONES IN VERTEBRATES.
36/sxx07	HOMOLOGIES OF THE VERTEBRATE CRYSTALLINE LENS, i BY BENJAMIN SHARP, M. D., PH.
69/sxx04	HUNTING MOLLUSCA IN UTAH AND IDAHO IN 1916.
12/sxx00	i I OS i i B Ph -i w Q o i i o gq H <!
19/sxx00	i I OS i i B Ph -i w Q o i i o gq H <!
30/sxx00	i-1878.
70/sxx03	I. RECTAL TRACHEATION OF ARGIA PUTRIDA LARVA.
70/sxx00	i^i]i'i\iii\;mitt<^^'"^''^^^^^^^^-OF The Academy of Niatural Sciences OF Volume LXX 1918 philadelphia : The Academy of Natural Sciences LOGAN SQUARE 1919 The Academy of Natural Sciences of Philadelphia.
16/sxx00	IGiSl Return to LIBRARY OF MARINE BIOLOGICAL LABORATORY WOODS HOLE, MASS.
70/sxx04	II.
70/sxx07	IN MEMORY OF SAMUEL GIBSON DIXON, M.D., LL.D., Sc.D.
31/sxx22	INDEX TO GENERA 1879.
74/sxx05	INDEX TO GENERA AND SPECIES DESCRIBED AND New species and genera are indicated by heavy-faced numerals.
72/sxx16	INDEX TO GENERA AND SPECIES DESCRIBED AND New species and genera are indicated by heavy-faced type.
73/sxx12	INDEX TO GENERA AND SPECIES DESCRIBED AND New species and genera are indicated by heavy-faced type.
32/sxx15	INDEX TO GENERA, 1880.
36/sxx10	INDEX TO GENERA, ETC.
37/sxx11	INDEX TO GENERA, ETC.
38/sxx06	INDEX TO GENERA, ETC.
40/sxx20	INDEX TO GENERA, ETC.
41/sxx35	INDEX TO GENERA, ETC.
42/sxx17	INDEX TO GENERA, ETC.
43/sxx19	INDEX TO GENERA, ETC.
44/sxx05	INDEX TO GENERA, ETC.
46/sxx26	INDEX TO GENERA, ETC.
47/sxx31	INDEX TO GENERA, ETC.
48/sxx23	INDEX TO GENERA, ETC.
49/sxx33	INDEX TO GENERA, ETC., 1897.
50/sxx42	INDEX TO GENERA, ETC., 1898.
51/sxx33	INDEX TO GENERA, ETC., 1899.
52/sxx27	INDEX TO GENERA, ETC., 1900.
63/sxx07	INDEX TO GENERA, SPECIES, ETC, DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic numerals.
62/sxx15	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND RESpecies described as new are indicated by heavy-faced, synonyms by italic numerals.
61/sxx04	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic figures.
64/sxx15	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic numerals.
65/sxx07	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic numerals.
66/sxx12	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic numerals.
67/sxx26	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic numerals.
68/sxx07	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic numerals.
71/sxx14	INDEX TO GENERA, SPECIES, ETC., DESCRIBED AND Species described as new are indicated by heavy-faced, synonyms by italic numerals.
69/sxx12	INDEX TO GENERA, SPECIES, ETC., DESCRIBED OR Species described as new are indicated by heavy-faced, synomjms by italic numerals.
70/sxx16	INDEX TO GENERA, SPECIES, ETC., DESCRIBED OR Species described as new are indicated by heavy-faced, synonyms by italic numerals.
32/sxx17	INDEX TO GENERA, Taxodium 9 Variina 187, 188, 205 Tellina 22, 24 Venericardia 366 Thelphusa 35 Venus .22,24,25, 29, 32 Thuja 9 Vermiculite 250 Tornatella 364, 366 Vespertilio 227, 348 Trinema 336, 339 Vesperugo 393 Triopha 108 '.
18/sxx02	INDEX TO GENERA.
18/sxx03	INDEX TO GENERA.
18/sxx04	INDEX TO GENERA.
18/sxx05	INDEX TO GENERA.
18/sxx06	INDEX TO GENERA.
18/sxx07	INDEX TO GENERA.
20/sxx29	INDEX TO GENERA.
20/sxx30	INDEX TO GENERA.
20/sxx31	INDEX TO GENERA.
20/sxx32	INDEX TO GENERA.
20/sxx33	INDEX TO GENERA.
20/sxx34	INDEX TO GENERA.
20/sxx35	INDEX TO GENERA.
20/sxx36	INDEX TO GENERA.
21/sxx24	INDEX TO GENERA.
21/sxx25	INDEX TO GENERA.
21/sxx26	INDEX TO GENERA.
21/sxx27	INDEX TO GENERA.
21/sxx28	INDEX TO GENERA.
22/sxx05	INDEX TO GENERA.
22/sxx06	INDEX TO GENERA.
22/sxx07	INDEX TO GENERA.
23/sxx10	INDEX TO GENERA.
23/sxx11	INDEX TO GENERA.
23/sxx12	INDEX TO GENERA.
23/sxx13	INDEX TO GENERA.
23/sxx14	INDEX TO GENERA.
23/sxx15	INDEX TO GENERA.
24/sxx12	INDEX TO GENERA.
24/sxx13	INDEX TO GENERA.
24/sxx14	INDEX TO GENERA.
24/sxx15	INDEX TO GENERA.
25/sxx24	INDEX TO GENERA.
25/sxx25	INDEX TO GENERA.
25/sxx26	INDEX TO GENERA.
25/sxx27	INDEX TO GENERA.
25/sxx28	INDEX TO GENERA.
25/sxx29	INDEX TO GENERA.
26/sxx41	INDEX TO GENERA.
26/sxx42	INDEX TO GENERA.
26/sxx43	INDEX TO GENERA.
26/sxx44	INDEX TO GENERA.
27/sxx56	INDEX TO GENERA.
27/sxx57	INDEX TO GENERA.
27/sxx58	INDEX TO GENERA.
27/sxx59	INDEX TO GENERA.
27/sxx60	INDEX TO GENERA.
27/sxx61	INDEX TO GENERA.
27/sxx62	INDEX TO GENERA.
28/sxx03	INDEX TO GENERA.
28/sxx04	INDEX TO GENERA.
28/sxx05	INDEX TO GENERA.
28/sxx06	INDEX TO GENERA.
28/sxx07	INDEX TO GENERA.
28/sxx08	INDEX TO GENERA.
29/sxx10	INDEX TO GENERA.
29/sxx11	INDEX TO GENERA.
29/sxx12	INDEX TO GENERA.
29/sxx13	INDEX TO GENERA.
29/sxx14	INDEX TO GENERA.
29/sxx15	INDEX TO GENERA.
29/sxx16	INDEX TO GENERA.
29/sxx17	INDEX TO GENERA.
30/sxx15	INDEX TO GENERA.
30/sxx16	INDEX TO GENERA.
30/sxx17	INDEX TO GENERA.
30/sxx18	INDEX TO GENERA.
30/sxx19	INDEX TO GENERA.
30/sxx20	INDEX TO GENERA.
30/sxx21	INDEX TO GENERA.
31/sxx21	INDEX TO GENERA.
31/sxx23	INDEX TO GENERA.
31/sxx24	INDEX TO GENERA.
31/sxx25	INDEX TO GENERA.
31/sxx26	INDEX TO GENERA.
32/sxx14	INDEX TO GENERA.
32/sxx16	INDEX TO GENERA.
33/sxx11	INDEX TO GENERA.
33/sxx12	INDEX TO GENERA.
33/sxx13	INDEX TO GENERA.
33/sxx14	INDEX TO GENERA.
34/sxx09	INDEX TO GENERA.
34/sxx10	INDEX TO GENERA.
34/sxx11	INDEX TO GENERA.
34/sxx12	INDEX TO GENERA.
34/sxx13	INDEX TO GENERA.
34/sxx14	INDEX TO GENERA.
34/sxx15	INDEX TO GENERA.
34/sxx16	INDEX TO GENERA.
34/sxx17	INDEX TO GENERA.
35/sxx03	INDEX TO GENERA.
45/sxx30	INDEX TO GENERA.
60/sxx10	INDEX TO GENERA.
01/sxx01	INDEX TO VOLUME I .
05/sxx01	INDEX TO VOLUME V. Abert, Col. J. J,, don.
06/sxx01	INDEX TO VOLUME VI.
07/sxx01	INDEX TO VOLUME VII.
08/sxx01	INDEX TO VOLUME VIII.
10/sxx00	INDEX.
25/sxx09	INFLUENCE OF NUTRITION ON SEX AMONG THE LEPIDOPTEEA.
48/sxx15	INSULAR LANDSHELL FAUNAS, ESPECIALLY AS ILLUSTRATED BY THE
45/sxx08	INVOLUTION FORM OF THE TUBERCLE BACILLUS AND THE EFFECT OF SUBCUTANEOUS INJECTIONS OF ORGANIC SUBSTANCES ON INFLAMMATIONS.
72/sxx08	IRON ORE ARTIFACTS FROM ALABAMA.
31/sxx03	ISLANDS, WITH REMARKS ON THEIR SYNONYMY, GEOGRAPHICAL
68/sxx01	IV CONTENTS.
09/sxx16	IV DONATIONS TO LIBRARY.
09/sxx09	IV.
11/sxx11	IV.
17/sxx02	IV.
70/sxx05	IV.
07/sxx15	J) XIH.
70/sxx08	LEGAL ATTAINMENTS OF DOCTOR DIXON.
28/sxx00	LIBR/iRY ROYAL ONTARIO MUSRUl-1 100 Queen's Park TCRCKTO, Ontario M5S 2C6 Returned to; Ucjl^^'^ Date: L>^ loj 83> f^ •'^JP H I E A D E L P H I A .
47/sxx25	LIST OF BIRDS COLLECTED IN NORTH GREENLAND BY THE PEARY
21/sxx01	LIST OF CONTRIBUTORS, II7//( references to the several Articles contributed Iiy each.
16/sxx01	LIST OF CONTRIBUTORS, With reference to the several Articles contributed by each.
22/sxx01	LIST OF CONTRIBUTORS, With reference to the several Articles contributed by each.
23/sxx01	LIST OF CONTRIBUTORS, With reference to the several Articles contributed by each.
24/sxx01	LIST OF CONTRIBUTORS, With reference to the several articles contributed by each.
26/sxx02	LIST OF CONTRIBUTORS, With reference to the several articles contributed by each.
27/sxx01	LIST OF CONTRIBUTORS, With reference to the several articles contributed by each.
14/sxx01	LIST OF CONTRIBUTORS, With references to the several Articles contributed by each.
17/sxx01	LIST OF CONTRIBUTORS, With references to the several Articles contributed by each.
32/sxx01	LIST OF CONTRIBUTORS.
33/sxx01	LIST OF CONTRIBUTORS.
34/sxx01	LIST OF CONTRIBUTORS.
36/sxx01	LIST OF CONTRIBUTORS.
38/sxx01	LIST OF CONTRIBUTORS.
39/sxx01	LIST OF CONTRIBUTORS.
40/sxx01	LIST OF CONTRIBUTORS.
42/sxx01	LIST OF CONTRIBUTORS.
44/sxx01	LIST OF CONTRIBUTORS.
45/sxx01	LIST OF CONTRIBUTORS.
47/sxx01	LIST OF CONTRIBUTORS.
48/sxx01	LIST OF CONTRIBUTORS.
49/sxx01	LIST OF CONTRIBUTORS.
50/sxx01	LIST OF CONTRIBUTORS.
52/sxx01	LIST OF CONTRIBUTORS.
50/sxx22	LIST OF FISHES COLLECTED AT THE CANARY ISLANDS BY MR. 0.
46/sxx06	LIST OF PORT JACKSON CHITONS COLLECTED BY DR. J. C. COX, WITH A REVISION OF AUSTRALIAN ACANTHOCHITID^.
46/sxx18	LIST OF THE DIPTERA OF JAMAICA WITH DESCRIPTIONS OF NEW SPECIES.
33/sxx02	LIST OF THE FISHES COLLECTED BY MB.
55/sxx02	LIST OF THE POLYCYSTID GREGARINES OF THE UNITED STATES.
41/sxx26	LOWER CARBONIC GASTEROPODA FROM BURLINGTON, IOWA.
50/sxx39	MARGARITA SHARPII, A NEW ALASKAN GASTROPOD.
24/sxx04	MATERIAL FOR A MONOGRAPH OF THE SPHENISCIDJS.
53/sxx22	MEEHAN.
53/sxx23	MEEHAN.
01/sxx148	MEETING FOR BUSINESS, AND ANNUAL MEETING.
01/sxx217	MEETING FOR BUSINESS, August 29, 1S43.
01/sxx112	MEETING FOR BUSINESS, August 30, 1842.
01/sxx159	MEETING FOR BUSINESS, January 31, 1S43.
01/sxx207	MEETING FOR BUSINESS, July 25, 1843.
01/sxx101	MEETING FOR BUSINESS, July 26, 1842.
01/sxx21	MEETING FOR BUSINESS, July 27, 1841.
01/sxx122	MEETING FOR BUSINESS, September 27, 1842.
01/sxx165	MEETING FOR BUSINESS.
01/sxx179	MEETING FOR BUSINESS.
01/sxx195	MEETING FOR BUSINESS.
01/sxx203	MEETING FOR BUSINESS.
47/sxx17	MEMOIR OF JOHN HOWARD REDFIELD.
42/sxx08	MEXICO, WITH A CONSIDERATION OF THE CULMINATING POINT OF THE NORTH AMERICAN CONTINENT.
71/sxx11	MOLLUSCA FROM CENTRAL AMERICA AND MEXICO.
72/sxx07	MOLLUSCA FROM CENTRAL AMERICA AND MEXICO.
71/sxx02	MOLLUSCA FROM THE UPPER MIOCENE OF SOUTH CAROLINA WITH
57/sxx05	MOLLUSCA OF FLINT AND CAROLINE ISLANDS, IN THE CENTRAL PACIFIC.
52/sxx04	MOLLUSCA OF THE GREAT SMOKY MOUNTAINS.
70/sxx14	MOLLUSCA OF THE SOUTHWESTERN STATES— IX, THE SANTA CATALINA, RINCON, TORTILLITA AND GALIURO MOUNTAINS.
57/sxx04	MOLLUSCA OF THE SOUTHWESTERN STATES, I: Uroooptidae ; Helicidse of Arizona and New Mexico.
67/sxx07	MOLLUSCA OF THE SOUTHWESTERN STATES, VI: THE HACHETA GRANDE, FLORIDA, AND PELONCILLO MOUNTAINS, NEW MEXICO.
67/sxx11	MOLLUSCA OF THE SOUTHWESTERN STATES, VII: THE DRAGOON, MULE,
72/sxx06	MOLLUSKS FROM LAKE CHAPALA, STATE OP JALISCO AND VICINITY.
31/sxx01	MORPHOLOGICAL NOTES ON THE LIMBS OF THE AMPHITJMIDJE, AS INDICATING A POSSIBLE SYNONYMY OF THE SUPPOSED GENERA.
50/sxx35	MOUNT LAUREL.
53/sxx35	MYCTOPHUM PHENGODES IN THE NORTH ATLANTIC.
48/sxx17	NEW AND INTERESTING EOCENE MOLLUSCA FROM THE GULF STATES.
51/sxx04	NEW AND INTERESTING SPECIES IN THE "ISAAC LEA COLLECTION OF EOCENE MOLLUSCA."
42/sxx10	NEW AND LITTLE KNOWN AMERICAN MOLLUSKS, NO.
48/sxx14	NEW AND LITTLE KNOWN MAMMALIA FROM THE PORT KENNEDY BONE DEPOSIT.
41/sxx30	NEW AND LITTLE-KNOWN AMERICAN MOLLTJSKS, No.
41/sxx07	NEW AND LITTLE-KNOWN AMERICAN MOLLUSCS.
70/sxx01	NEW AND LITTLE-KNOWN FISHES FROM THE PHILIPPINE ISLANDS.
49/sxx20	NEW AND LITTLE-KNOWN NORTH AMERICAN BEES.
59/sxx02	NEW AND LITTLE-KNOWN WHELKS FROM NORTHERN JAPAN AND THE KURIL ISLANDS, BY H. A. PILSBRY.
47/sxx04	NEW AND OTHERWISE INTERESTING TERTIARY MOLLUSCA FROM TEXAS.
01/sxx149	NEW BUSINESS.
01/sxx18	NEW BUSINESS.
01/sxx180	NEW BUSINESS.
01/sxx208	NEW BUSINESS.
50/sxx34	NEW CRETACEOUS FOSSILS FROM AN ARTESIAN WELL-BORING AT
63/sxx01	NEW CYCADS AND CONIFERS FROM THE TRIAS OF PENNSYLVANIA.
49/sxx05	NEW FOSSORIAL HYMENOPTERA FROM NEW MEXICO.
71/sxx10	NEW GENERA OF FOSSIL FISHES FROM BRAZIL BY DAVID STARR JORDAN In the year 1909, through the courtesy of Dr. John C. Branner, the collection of fossil fishes of the Servif o Geologico e Mineralogico do Brazil was sent to me for study by the late Orville A. Derby, then head of the Survey and director of the Museu Nacional at Hio de Janeiro.
70/sxx06	NEW GENERIC NAMES FOR UPPER CRETACEOUS GASTROPODA.
53/sxx15	NEW JAPANESE MARINE, LAND AND FRESH-WATER MOLLUSCA.
53/sxx12	NEW LAND MOLLUSCA FROM JAPAN AND THE LOO CHOO ISLANDS.
53/sxx32	NEW LAND MOLLUSCA OF THE JAPANESE EMPIRE BY HENRY A. PILSBRY.
53/sxx25	NEW LAND MOLLUSKS OF THE JAPANESE EMPIRE.
53/sxx28	NEW LAND MOLLUSKS OF THE JAPANESE EMPIRE.
57/sxx35	NEW LAND MOLLUSKS OF THE JAPANESE EMPIRE.
66/sxx10	NEW NEUROPTEROID INSECTS, NATIVE AND EXOTIC.
66/sxx09	NEW OR LITTLE-KNOWN CRANEFLIES FROM THE UNITED STATES AND CANADA.
64/sxx11	NEW POLYCLADS FROM MONTEREY BAY, CALIFORNIA.
52/sxx08	NEW SOUTH AMERICAN LAND SNAILS.
51/sxx23	NEW SPECIES AND VARIETIES OF MOLLUSKS FROM MIAMI.
57/sxx40	NEW SPECIES OF AMPHARETID^ AND TEREBELLIDiE FROM THE NORTH PACIFIC.
48/sxx19	NEW SPECIES OF FRESH WATER MOLLUSKS FROM SOUTH AMERICA.
45/sxx27	NEW SPECIES OF FUNGI FROM VARIOUS LOCALITIES By J.
43/sxx03	NEW SPECIES OF FUNGI FROM VARIOUS LOCALITIES.
47/sxx22	NEW SPECIES OF FUNGI FROM VARIOUS LOCALITIES.
53/sxx07	NEW SPECIES OF MOLLUSKS FROM SOUTH AFRICA AND BURMA.
49/sxx16	NEW SPECIES OF MOLLUSKS FROM URUGUAY.
68/sxx05	NEW SPECIES OF NORTH AMERICAN BEES OF THE GENUS ANDRENA FROM WEST OF THE 100TH MERIDIAN CONTAINED IN THE COLLECTIONS BY HENRY L. VIERECK The following descriptions are contributions toward a monograph of the Pan-American species of Andrena.
45/sxx10	NEW SPECIES OF NORTH AMERICAN FUNGI FROM VARIOUS LOCALITIES.
26/sxx12	NEW SPECIES OF NORTH AMERICAN NOCTUIDS:.
50/sxx36	NEW SPECIES OF ODONTOSTOMUS FROM BRAZIL AND ARGENTINA.
57/sxx26	NEW SPECIES OF POLYCHJITA FROM THE NORTH PACIFIC, CHIEFLY FROM ALASKAN WATERS.
41/sxx08	NEW SPECIES OF SHELLS FROM NEW HEBRIDES.
40/sxx12	NEW SPECIES OF SHELLS FROM THE NEW HEBRIDES AND SANDWICH ISLANDS.
47/sxx09	NEW SPECIES OF THE GENUS CERION.
48/sxx02	NEW SPECIES OF THE HELICOID GENUS POLYGYRA.
47/sxx03	NEW SUBSPECIES OF THE GRAY FOX AND SAY'S CHIPMUNK.
56/sxx02	NEW, LITTLE KNOWN AND TYPICAL BERYCOID FISHES.
57/sxx02	NEW, RARE OR LITTLE-KNOWN SCOMBROIDS.
41/sxx18	NOMENCLATURE AND CHECK-LIST OF NORTH AMERICAN l LAND SHELLS.
55/sxx05	NOSEMA GEOPHILI, sp.
64/sxx03	NOTE ON A COLLECTION OF FOSSILS FROM WILMINGTON, NORTH CAROLINABY A. P. BROWN AND H. A. PILSBRY.
48/sxx03	NOTE ON A UNIFORM PLAN OF DESCRIBING THE HUMAN SKULL.
52/sxx11	NOTE ON POLYNESIAN AND EAST INDIAN PUPID^.
52/sxx03	NOTE ON THE ANATOMY OF THE HELICOID GENUS ASHMUNELLA.
33/sxx06	NOTE ON THE APPROXIMATE POSITION OF THE EOCEIJE DEPOSITS OF MARYLAND.
30/sxx05	NOTE ON THE PROBABLE GEOGRAPHICAL DISTRIBUTION OF A SPIDER BY THE TRADE WINDS.
43/sxx02	NOTES ON A COLLECTION OF SHELLS FROM SOUTHERN MEXICO.
49/sxx18	NOTES ON A COLLECTION OF SMALL MAMMALS FROM NORTHEASTERN NORTH CAROLINA.
55/sxx07	NOTES ON A FEW FISHES FROM THE MOSQUITO COAST OF NICARAGUA.
51/sxx20	NOTES ON A FEW NORTHWEST AMERICAN LAND SNAILS.
64/sxx12	NOTES ON A PREHISTORIC RACE OF YUCATAN.
51/sxx10	NOTES ON A SMALL COLLECTION OF CHINESE FISHES. '
41/sxx11	NOTES ON A SMALL COLLECTION OF MYRIAPODS FROM THE BERMUDA ISLANDS.
40/sxx05	NOTES ON AN AQUATIC INSECT, OR INSECT-LARVA, HAVING JOINTED DORSAL APPENDAGES, BY ADELE M. FIELDE.
51/sxx25	NOTES ON CHILEAN FISHES.
52/sxx24	NOTES ON CHIROPTEEA.
45/sxx13	NOTES ON CHOEROPSIS LIBERIENSIS (Morton).
56/sxx04	NOTES ON FISHES FROM ARKANSAS, INDIAN TERRITORY AND TEXAS.
69/sxx05	NOTES ON FISHES FROM NEW JERSEY, PENNSYLVANIA, AND MARYLAND.
41/sxx03	NOTES ON GEOLOGY AND MINERALOGY.
73/sxx09	NOTES ON HEMIBRANCHIATE AND LOPHOBRANCHIATE FISHES.
59/sxx09	NOTES ON LANCELETS AND LAMPREYS.
49/sxx27	NOTES ON LIVING AND EXTINCT SPECIES OF NORTH AMERICAN BOVIDJE.
50/sxx20	NOTES ON MR. THOMAS MEEHAN'S PAPER ON THE PLANTS OF LEWIS AND CLARK'S EXPEDITION ACROSS THE CONTINENT, 1804-06.
71/sxx12	NOTES ON NEW JERSEY, PENNSYLVANIA, AND VIRGINIA FISHES BY HENRY W. FOWLER The notes and records given below are chiefly gathered from collections made for the Museum of the Academy during 1919.
57/sxx24	NOTES ON SOME ARCTIC FISHES.
65/sxx05	NOTES ON SOME COSTA RICAN ARACHNIDA BY NATHAN BANKS.
57/sxx29	NOTES ON SOME HAWAIIAN ACHATINELLID5: AND ENDODONTID^.
66/sxx01	NOTES ON SOME IGNEOUS ROCKS AT OGUNQUIT, MAINE, AND PIGEON COVE, MASS.
43/sxx13	NOTES ON SOME LITTLE KNOWN AMERICAN FOSSIL TORTOISES.
45/sxx11	NOTES ON SOME MINERALS AND ROCKS.
59/sxx05	NOTES ON SOME PACIFIC CIRRIPEDES.
43/sxx07	NOTES ON SOME RECENT BRACHIOPODS.
45/sxx26	NOTES ON SOME SNAKES FROM TROPICAL AMERICA LATELY LIVING IN THE COLLECTION OF THE ZOOLOGICAL By ARTHUR ERWIN BROWN.
36/sxx03	NOTES ON SPECIES OF FISHES IMPROPERLY ASCRIBED TO THE FAUNA OF NORTH AMERICA.
71/sxx01	NOTES ON SYNENTOGNATHOUS FISHES BY HENRY W. FOWLER.
51/sxx28	NOTES ON TECTIBRANCHS AND NAKED MOLLUSKS FROM SAMOA.
68/sxx04	NOTES ON THE ANATOMY OF OREOHELIX, WITH A CATALOGUE OF THE SPECIES.
69/sxx03	NOTES ON THE ANATOMY OF OREOHELIX.
41/sxx23	NOTES ON THE ANATOMY OF PHOLAS (BARNEA) COSTATA LINNE, AND ZIRPHiEA CRISPATA LINNE.
50/sxx26	NOTES ON THE ARCTIC RED-BACKED MICE.
55/sxx03	NOTES ON THE CONRAD COLLECTION OF VICKSBURG FOSSILS, WITH DESCRIPTIONS OF NEW SPECIES.
61/sxx02	NOTES ON THE FLORA OF THE BERMUDAS.
50/sxx16	NOTES ON THE FOSSIL WALRUS OF EASTERN NORTH AMERICA.
29/sxx03	NOTES ON THE GENERA ACIDASPIS, MURCHISON; ODONTOPLETJEA, EMMERICH; AND CERATOCEPHALA, WARDER.
42/sxx02	NOTES ON THE GENESIS AND HORIZONS OF THE SERPENTINES OF SOUTHEASTERN PENNSYLVANIA.
25/sxx21	NOTES ON THE GENUS CONCHIOPSIS, Cope.
34/sxx03	NOTES ON THE GEOLOGY OF LOWER MERION AND VICINITY.
52/sxx05	NOTES ON THE GEOLOGY OF SOUTHEASTERN PENNSYLVANIA.
65/sxx04	NOTES ON THE GEOLOGY OF THE ISLAND OF ANTIGUA.
46/sxx21	NOTES ON THE MAMMALS OF MONROE AND PIKE COUNTIES, PENNSYLVANIA.
74/sxx02	NOTES ON THE MOLLUSKS OF THE COLORADO DESERT,— I.
40/sxx06	NOTES ON THE MYOLOGY OF URSUS MARITIMUS.
27/sxx18	NOTES ON THE NOCTUID2E, WITH DESCRIPTIONS OF CERTAIN NEW SPECIES.
27/sxx04	NOTES ON THE NOCTUIDiE, WITH DESCRIPTIONS OF CERTAIN NEW SPECIES.
30/sxx04	NOTES ON THE NORTH AMERICAN CARIDEA IN THE MUSEUM OF THE BY J. S. KINGSLEY.
45/sxx14	NOTES ON THE OCCURRENCE OF QUARTZ AND OTHER MINERALS IN THE CHEMUNG MEASURES, NEAR THE LINE OF LYCOMING AND TIOGA COUNTIES, PENNSYLVANIA.
57/sxx39	NOTES ON THE ORTHOPTERA OF COSTA RICA, WITH DESCRIPTIONS OF NEW SPECIES.
41/sxx19	NOTES ON THE OSTEOLOGY AND SYSTEMATIC POSITION OF DINICTIS FELINA, LEIDY.
74/sxx01	NOTES ON THE RADULA OF THE HELICINIDAE.
26/sxx10	NOTES ON THE SANTA FE MARLS, AND SOME OF THE CONTAINED VERTEBRATE FOSSILS.
39/sxx07	NOTES ON THE SPECIFIC NAMES OF CERTAIN NORTH AMERICAN FISHES.
47/sxx29	NOTES ON THE STUDY OF THE CROSS-FERTILIZATION OF FLOWERS BY INSECTS.
65/sxx02	NOTES ON THE TYPES OF SOME AMERICAN SPIDERS IN EUROPEAN COLLECTIONS.
62/sxx01	NOTES ON THE VARIATION OF SOME SPECIES OF THE GENUS NOTROPIS.
47/sxx12	NOTES ON THE VARYING HARES OF WASHINGTON AND BRITISH COLUMBIA WITH DESCRIPTION OF A NEW SUB-SPECIES.
71/sxx05	NOTES ON TROPICAL AMERICAN FISHES BY HENRY W. FOWLER While studying certain groups of marine fishes in the museum of the Academy I have recently had occasion to examine several old collections which have never been reported.
24/sxx07	NOTICE OF A COLLECTION OF CRETACEOUS FOSSILS FROM CHIHUAHUA, MEXICO.
66/sxx05	NOTICE OF A RARE ZIPHIOID WHALE, MESOPLODON DENSIROSTRIS, ON THE NEW JERSEY COAST.
39/sxx02	NOTICE OF SOME PARASITIC WORMS.
30/sxx07	NOTICE OF THE LATE DR. PICKERING.
53/sxx20	NOTICES OF NEW LAND SNAILS FROM THE JAPANESE EMPIRE.
49/sxx13	NUTRITION AS AFFECTING THE FORMS OF PLANTS AND THEIR FLORAL ORGANS.
27/sxx03	OBLINITA, GUENEE, AND HINTS ON PHYLOGENY OF LEPIDOPTERA.
